enzyme	source	reaction	rate	cid	acceptor
At_73C5	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_73C6	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_73C7	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_74B1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_74F1	GT-Predict	0.5		637541	3-Hydroxycinnamic acid
At_74F2	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_75B1	GT-Predict	1		637541	3-Hydroxycinnamic acid
At_75D1	GT-Predict	0.5		637541	3-Hydroxycinnamic acid
At_76C4	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_76E1	GT-Predict	0.5		637541	3-Hydroxycinnamic acid
At_76E11	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_76E12	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_76E2	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_76E4	GT-Predict	0.5		637541	3-Hydroxycinnamic acid
At_76E5	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_78D1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_78D2	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_84A1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_84A2	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_84A3	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_84A4	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_84B1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_84B2	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_85A4	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_85A5	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_88A1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_89B1	GT-Predict	0.5		637541	3-Hydroxycinnamic acid
At_89C1	GT-Predict	0		637541	3-Hydroxycinnamic acid
VVGT1	GT-Predict	0		637541	3-Hydroxycinnamic acid
At_71B1	GT-Predict	0		445858	Ferulic acid
At_71B5	GT-Predict	0		445858	Ferulic acid
At_71B6	GT-Predict	0		445858	Ferulic acid
At_71B8	GT-Predict	0		445858	Ferulic acid
At_71C1	GT-Predict	0		445858	Ferulic acid
At_71C2	GT-Predict	0		445858	Ferulic acid
At_71C3	GT-Predict	0		445858	Ferulic acid
At_71C4	GT-Predict	0		445858	Ferulic acid
At_71C5	GT-Predict	0		445858	Ferulic acid
At_72B1	GT-Predict	0		445858	Ferulic acid
At_72B3	GT-Predict	0		445858	Ferulic acid
At_72C1	GT-Predict	0		445858	Ferulic acid
At_72D1	GT-Predict	0		445858	Ferulic acid
At_72E1	GT-Predict	0		445858	Ferulic acid
At_72E2	GT-Predict	1		445858	Ferulic acid
At_72E3	GT-Predict	1		445858	Ferulic acid
At_73B1	GT-Predict	0		445858	Ferulic acid
At_73B2	GT-Predict	0		445858	Ferulic acid
At_73B3	GT-Predict	1		445858	Ferulic acid
At_73B4	GT-Predict	0		445858	Ferulic acid
At_73B5	GT-Predict	0.5		445858	Ferulic acid
At_73C1	GT-Predict	0		445858	Ferulic acid
At_73C3	GT-Predict	0		445858	Ferulic acid
At_73C4	GT-Predict	0		445858	Ferulic acid
At_73C5	GT-Predict	0		445858	Ferulic acid
At_73C6	GT-Predict	0		445858	Ferulic acid
At_73C7	GT-Predict	0		445858	Ferulic acid
At_74B1	GT-Predict	0		445858	Ferulic acid
At_74F1	GT-Predict	0		445858	Ferulic acid
At_74F2	GT-Predict	0		445858	Ferulic acid
At_75B1	GT-Predict	1		445858	Ferulic acid
At_75D1	GT-Predict	0.5		445858	Ferulic acid
At_76C4	GT-Predict	0		445858	Ferulic acid
At_76E1	GT-Predict	0		445858	Ferulic acid
At_76E11	GT-Predict	0		445858	Ferulic acid
At_76E12	GT-Predict	0		445858	Ferulic acid
At_76E2	GT-Predict	0		445858	Ferulic acid
At_76E4	GT-Predict	0		445858	Ferulic acid
At_76E5	GT-Predict	0		445858	Ferulic acid
At_78D1	GT-Predict	0		445858	Ferulic acid
At_78D2	GT-Predict	0		445858	Ferulic acid
At_84A1	GT-Predict	1		445858	Ferulic acid
At_84A2	GT-Predict	1		445858	Ferulic acid
At_84A3	GT-Predict	1		445858	Ferulic acid
At_84A4	GT-Predict	1		445858	Ferulic acid
At_84B1	GT-Predict	1		445858	Ferulic acid
At_84B2	GT-Predict	0		445858	Ferulic acid
At_85A4	GT-Predict	0		445858	Ferulic acid
At_85A5	GT-Predict	0		445858	Ferulic acid
At_88A1	GT-Predict	0		445858	Ferulic acid
At_89B1	GT-Predict	0		445858	Ferulic acid
At_89C1	GT-Predict	0.5		445858	Ferulic acid
VVGT1	GT-Predict	0		445858	Ferulic acid
At_71B1	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_71B5	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_71B6	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_71B8	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_71C1	GT-Predict	1		637542	4-Hydroxycinnamic acid
At_71C2	GT-Predict	1		637542	4-Hydroxycinnamic acid
At_71C3	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_71C4	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_71C5	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_72B1	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_72B3	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_72C1	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_72D1	GT-Predict	0.5		637542	4-Hydroxycinnamic acid
At_72E1	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_72E2	GT-Predict	1		637542	4-Hydroxycinnamic acid
At_72E3	GT-Predict	0.5		637542	4-Hydroxycinnamic acid
At_73B1	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_73B2	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_73B3	GT-Predict	1		637542	4-Hydroxycinnamic acid
At_73B4	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_73B5	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_73C1	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_73C3	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_73C4	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_73C5	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_73C6	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_73C7	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_74B1	GT-Predict	0.5		637542	4-Hydroxycinnamic acid
At_74F1	GT-Predict	0.5		637542	4-Hydroxycinnamic acid
At_74F2	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_75B1	GT-Predict	1		637542	4-Hydroxycinnamic acid
At_75D1	GT-Predict	0.5		637542	4-Hydroxycinnamic acid
At_76C4	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_76E1	GT-Predict	0.5		637542	4-Hydroxycinnamic acid
At_76E11	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_76E12	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_76E2	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_76E4	GT-Predict	0.5		637542	4-Hydroxycinnamic acid
At_76E5	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_78D1	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_78D2	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_84A1	GT-Predict	1		637542	4-Hydroxycinnamic acid
At_84A2	GT-Predict	1		637542	4-Hydroxycinnamic acid
At_84A3	GT-Predict	1		637542	4-Hydroxycinnamic acid
At_84A4	GT-Predict	1		637542	4-Hydroxycinnamic acid
At_84B1	GT-Predict	1		637542	4-Hydroxycinnamic acid
At_84B2	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_85A4	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_85A5	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_88A1	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_89B1	GT-Predict	0.5		637542	4-Hydroxycinnamic acid
At_89C1	GT-Predict	0		637542	4-Hydroxycinnamic acid
VVGT1	GT-Predict	0		637542	4-Hydroxycinnamic acid
At_71B1	GT-Predict	1		135	4-Hydroxybenzoic acid
At_71B5	GT-Predict	0		135	4-Hydroxybenzoic acid
At_71B6	GT-Predict	0.5		135	4-Hydroxybenzoic acid
At_71B8	GT-Predict	0		135	4-Hydroxybenzoic acid
At_71C1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_71C2	GT-Predict	0		135	4-Hydroxybenzoic acid
At_71C3	GT-Predict	1		135	4-Hydroxybenzoic acid
At_71C4	GT-Predict	1		135	4-Hydroxybenzoic acid
At_71C5	GT-Predict	0		135	4-Hydroxybenzoic acid
At_72B1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_72B3	GT-Predict	0		135	4-Hydroxybenzoic acid
At_72C1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_72D1	GT-Predict	0.5		135	4-Hydroxybenzoic acid
At_72E1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_72E2	GT-Predict	0		135	4-Hydroxybenzoic acid
At_72E3	GT-Predict	0		135	4-Hydroxybenzoic acid
At_73B1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_73B2	GT-Predict	0		135	4-Hydroxybenzoic acid
At_73B3	GT-Predict	1		135	4-Hydroxybenzoic acid
At_73B4	GT-Predict	1		135	4-Hydroxybenzoic acid
At_73B5	GT-Predict	0		135	4-Hydroxybenzoic acid
At_73C1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_73C3	GT-Predict	0		135	4-Hydroxybenzoic acid
At_73C4	GT-Predict	0		135	4-Hydroxybenzoic acid
At_73C5	GT-Predict	0		135	4-Hydroxybenzoic acid
At_73C6	GT-Predict	0		135	4-Hydroxybenzoic acid
At_73C7	GT-Predict	0		135	4-Hydroxybenzoic acid
At_74B1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_74F1	GT-Predict	0.5		135	4-Hydroxybenzoic acid
At_74F2	GT-Predict	1		135	4-Hydroxybenzoic acid
At_75B1	GT-Predict	1		135	4-Hydroxybenzoic acid
At_75D1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_76C4	GT-Predict	0		135	4-Hydroxybenzoic acid
At_76E1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_76E11	GT-Predict	0		135	4-Hydroxybenzoic acid
At_76E12	GT-Predict	0		135	4-Hydroxybenzoic acid
At_76E2	GT-Predict	0		135	4-Hydroxybenzoic acid
At_76E4	GT-Predict	0		135	4-Hydroxybenzoic acid
At_76E5	GT-Predict	0		135	4-Hydroxybenzoic acid
At_78D1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_78D2	GT-Predict	1		135	4-Hydroxybenzoic acid
At_84A1	GT-Predict	1		135	4-Hydroxybenzoic acid
At_84A2	GT-Predict	1		135	4-Hydroxybenzoic acid
At_84A3	GT-Predict	0		135	4-Hydroxybenzoic acid
At_84A4	GT-Predict	1		135	4-Hydroxybenzoic acid
At_84B1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_84B2	GT-Predict	0		135	4-Hydroxybenzoic acid
At_85A4	GT-Predict	0		135	4-Hydroxybenzoic acid
At_85A5	GT-Predict	0		135	4-Hydroxybenzoic acid
At_88A1	GT-Predict	0.5		135	4-Hydroxybenzoic acid
At_89B1	GT-Predict	1		135	4-Hydroxybenzoic acid
At_89C1	GT-Predict	0		135	4-Hydroxybenzoic acid
VVGT1	GT-Predict	0		135	4-Hydroxybenzoic acid
At_71B1	GT-Predict	1		5281416	Esculetin
At_71B5	GT-Predict	0.5		5281416	Esculetin
At_71B6	GT-Predict	0.5		5281416	Esculetin
At_71B8	GT-Predict	1		5281416	Esculetin
At_71C1	GT-Predict	0.5		5281416	Esculetin
At_71C2	GT-Predict	1		5281416	Esculetin
At_71C3	GT-Predict	1		5281416	Esculetin
At_71C4	GT-Predict	1		5281416	Esculetin
At_71C5	GT-Predict	1		5281416	Esculetin
At_72B1	GT-Predict	1		5281416	Esculetin
At_72B3	GT-Predict	1		5281416	Esculetin
At_72C1	GT-Predict	1		5281416	Esculetin
At_72D1	GT-Predict	1		5281416	Esculetin
At_72E1	GT-Predict	0.5		5281416	Esculetin
At_72E2	GT-Predict	1		5281416	Esculetin
At_72E3	GT-Predict	1		5281416	Esculetin
At_73B1	GT-Predict	1		5281416	Esculetin
At_73B2	GT-Predict	0.5		5281416	Esculetin
At_73B3	GT-Predict	1		5281416	Esculetin
At_73B4	GT-Predict	1		5281416	Esculetin
At_73B5	GT-Predict	1		5281416	Esculetin
At_73C1	GT-Predict	1		5281416	Esculetin
At_73C3	GT-Predict	1		5281416	Esculetin
At_73C4	GT-Predict	0		5281416	Esculetin
At_73C5	GT-Predict	1		5281416	Esculetin
At_73C6	GT-Predict	1		5281416	Esculetin
At_73C7	GT-Predict	1		5281416	Esculetin
At_74B1	GT-Predict	1		5281416	Esculetin
At_74F1	GT-Predict	1		5281416	Esculetin
At_74F2	GT-Predict	1		5281416	Esculetin
At_75B1	GT-Predict	1		5281416	Esculetin
At_75D1	GT-Predict	0.5		5281416	Esculetin
At_76C4	GT-Predict	1		5281416	Esculetin
At_76E1	GT-Predict	1		5281416	Esculetin
At_76E11	GT-Predict	1		5281416	Esculetin
At_76E12	GT-Predict	1		5281416	Esculetin
At_76E2	GT-Predict	0.5		5281416	Esculetin
At_76E4	GT-Predict	0.5		5281416	Esculetin
At_76E5	GT-Predict	0		5281416	Esculetin
At_78D1	GT-Predict	0		5281416	Esculetin
At_78D2	GT-Predict	1		5281416	Esculetin
At_84A1	GT-Predict	1		5281416	Esculetin
At_84A2	GT-Predict	1		5281416	Esculetin
At_84A3	GT-Predict	0.5		5281416	Esculetin
At_84A4	GT-Predict	0.5		5281416	Esculetin
At_84B1	GT-Predict	0.5		5281416	Esculetin
At_84B2	GT-Predict	0.5		5281416	Esculetin
At_85A4	GT-Predict	0		5281416	Esculetin
At_85A5	GT-Predict	0		5281416	Esculetin
At_88A1	GT-Predict	1		5281416	Esculetin
At_89B1	GT-Predict	1		5281416	Esculetin
At_89C1	GT-Predict	0.5		5281416	Esculetin
VVGT1	GT-Predict	1		5281416	Esculetin
At_72B1	pTMH	0	-0.000879188	442793	Gingerol
At_72E2	pTMH	0	-0.002061599	442793	Gingerol
Mt_71G1	pTMH	0	-0.001025899	442793	Gingerol
Mt_78G1	pTMH	0	0.001260445	442793	Gingerol
Nt_UGT1	pTMH	0	-0.003413238	442793	Gingerol
Pt_UGT1	pTMH	0	-0.001077487	442793	Gingerol
At_71B1	GT-Predict	1		5280460	Scopoletin
At_71B5	GT-Predict	1		5280460	Scopoletin
At_71B6	GT-Predict	0.5		5280460	Scopoletin
At_71B8	GT-Predict	1		5280460	Scopoletin
At_71C1	GT-Predict	1		5280460	Scopoletin
At_71C2	GT-Predict	1		5280460	Scopoletin
At_71C3	GT-Predict	1		5280460	Scopoletin
At_71C4	GT-Predict	1		5280460	Scopoletin
At_71C5	GT-Predict	1		5280460	Scopoletin
At_72B1	GT-Predict	1		5280460	Scopoletin
At_72B3	GT-Predict	1		5280460	Scopoletin
At_72C1	GT-Predict	1		5280460	Scopoletin
At_72D1	GT-Predict	1		5280460	Scopoletin
At_72E1	GT-Predict	0.5		5280460	Scopoletin
At_72E2	GT-Predict	1		5280460	Scopoletin
At_72E3	GT-Predict	1		5280460	Scopoletin
At_73B1	GT-Predict	1		5280460	Scopoletin
At_73B3	GT-Predict	1		5280460	Scopoletin
At_73B4	GT-Predict	1		5280460	Scopoletin
At_73B5	GT-Predict	1		5280460	Scopoletin
At_73C1	GT-Predict	1		5280460	Scopoletin
At_73C3	GT-Predict	1		5280460	Scopoletin
At_73C4	GT-Predict	0		5280460	Scopoletin
At_73C5	GT-Predict	1		5280460	Scopoletin
At_73C6	GT-Predict	1		5280460	Scopoletin
At_73C7	GT-Predict	1		5280460	Scopoletin
At_74B1	GT-Predict	0.5		5280460	Scopoletin
At_74F1	GT-Predict	1		5280460	Scopoletin
At_74F2	GT-Predict	1		5280460	Scopoletin
At_75B1	GT-Predict	0.5		5280460	Scopoletin
At_75D1	GT-Predict	0.5		5280460	Scopoletin
At_76C4	GT-Predict	0		5280460	Scopoletin
At_76E1	GT-Predict	1		5280460	Scopoletin
At_76E11	GT-Predict	1		5280460	Scopoletin
At_76E12	GT-Predict	1		5280460	Scopoletin
At_76E2	GT-Predict	0.5		5280460	Scopoletin
At_76E4	GT-Predict	1		5280460	Scopoletin
At_76E5	GT-Predict	0		5280460	Scopoletin
At_78D2	GT-Predict	1		5280460	Scopoletin
At_84A1	GT-Predict	1		5280460	Scopoletin
At_84A2	GT-Predict	1		5280460	Scopoletin
At_84A3	GT-Predict	1		5280460	Scopoletin
At_84A4	GT-Predict	0.5		5280460	Scopoletin
At_84B1	GT-Predict	0		5280460	Scopoletin
At_84B2	GT-Predict	1		5280460	Scopoletin
At_85A4	GT-Predict	0		5280460	Scopoletin
At_85A5	GT-Predict	0		5280460	Scopoletin
At_88A1	GT-Predict	1		5280460	Scopoletin
At_89B1	GT-Predict	1		5280460	Scopoletin
At_89C1	GT-Predict	0		5280460	Scopoletin
VVGT1	GT-Predict	1		5280460	Scopoletin
At_71B1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_71B5	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_71B6	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_71B8	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_71C1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_71C2	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_71C3	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_71C4	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_71C5	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_72B3	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_72C1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_72D1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_72E1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_72E2	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_72E3	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73B1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73B2	GT-Predict	0.5		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73B3	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73B4	GT-Predict	1		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73B5	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73C1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73C3	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73C4	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73C5	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73C6	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73C7	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_74B1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_74F1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_74F2	GT-Predict	1		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_75B1	GT-Predict	1		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_75D1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76C4	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E11	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E12	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E2	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E4	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E5	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_78D1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_78D2	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84A1	GT-Predict	1		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84A2	GT-Predict	1		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84A3	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84A4	GT-Predict	1		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84B1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84B2	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_85A4	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_85A5	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_88A1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_89B1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_89C1	GT-Predict	0		5337757	7-Hydroxycoumarin-3-carboxylic acid
VVGT1	GT-Predict	0.5		5337757	7-Hydroxycoumarin-3-carboxylic acid
At_71B1	GT-Predict	1		5338490	7-Hydroxycoumarin-4-acetic acid
At_71B5	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_71B6	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_71B8	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_71C1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_71C2	GT-Predict	0.5		5338490	7-Hydroxycoumarin-4-acetic acid
At_71C3	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_71C4	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_71C5	GT-Predict	0.5		5338490	7-Hydroxycoumarin-4-acetic acid
At_72B3	GT-Predict	1		5338490	7-Hydroxycoumarin-4-acetic acid
At_72C1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_72D1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_72E1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_72E2	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_72E3	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_73B1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_73B2	GT-Predict	0.5		5338490	7-Hydroxycoumarin-4-acetic acid
At_73B3	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_73B4	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_73B5	GT-Predict	1		5338490	7-Hydroxycoumarin-4-acetic acid
At_73C1	GT-Predict	1		5338490	7-Hydroxycoumarin-4-acetic acid
At_73C3	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_73C4	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_73C5	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_73C6	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_73C7	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_74B1	GT-Predict	0.5		5338490	7-Hydroxycoumarin-4-acetic acid
At_74F1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_74F2	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_75B1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_75D1	GT-Predict	0.5		5338490	7-Hydroxycoumarin-4-acetic acid
At_76C4	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_76E1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_76E11	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_76E12	GT-Predict	1		5338490	7-Hydroxycoumarin-4-acetic acid
At_76E2	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_76E4	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_76E5	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_78D1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_78D2	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_84A1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_84A2	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_84A3	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_84A4	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_84B1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_84B2	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_85A4	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_85A5	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_88A1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_89B1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
At_89C1	GT-Predict	0		5338490	7-Hydroxycoumarin-4-acetic acid
VVGT1	GT-Predict	0.5		5338490	7-Hydroxycoumarin-4-acetic acid
At_72B1	pTMH	0	-0.001208135	5280896	Abscisic acid
At_72E2	pTMH	0	-0.003484676	5280896	Abscisic acid
Mt_71G1	pTMH	0	6.96e-05	5280896	Abscisic acid
Mt_78G1	pTMH	0	0.000689795	5280896	Abscisic acid
Nt_UGT1	pTMH	0	-0.000748709	5280896	Abscisic acid
Pt_UGT1	pTMH	0	0.000615045	5280896	Abscisic acid
At_71C1	HTS_UGT	0	0.00130198031727675	5280896	Abscisic acid
At_71D1	HTS_UGT	0	0.00120811187258098	5280896	Abscisic acid
Ct_71E5	HTS_UGT	0	0.000856732452735219	5280896	Abscisic acid
Dc_71F5	HTS_UGT	0	-2.0529635637455e-05	5280896	Abscisic acid
Fe_72B19	HTS_UGT	0	0.000331606659721369	5280896	Abscisic acid
Fe_88J1	HTS_UGT	0	0.000901370576219076	5280896	Abscisic acid
Fi_88A10	HTS_UGT	0	0.000515317347543313	5280896	Abscisic acid
Gm_88E3	HTS_UGT	0	-0.0019060376528072	5280896	Abscisic acid
Lc_72B10	HTS_UGT	0	0.00316022297867013	5280896	Abscisic acid
Os_88C1	HTS_UGT	0	0.00218371468983885	5280896	Abscisic acid
Rc_GT1	HTS_UGT	0	0.00378439107820552	5280896	Abscisic acid
Sl_GT5	HTS_UGT	0	0.00118709970104636	5280896	Abscisic acid
Zm_15991	HTS_UGT	0	0.0020726606463708	5280896	Abscisic acid
Zm_43295	HTS_UGT	0	0.00140126317921478	5280896	Abscisic acid
Zm_51683	HTS_UGT	0	0.00114752401256817	5280896	Abscisic acid
Zm_62783	HTS_UGT	0	0.00357738357865176	5280896	Abscisic acid
Zm_72068	HTS_UGT	0	0.00413543150823559	5280896	Abscisic acid
Zm_85854	HTS_UGT	0	-0.000145804903114551	5280896	Abscisic acid
At_71C1	HTS_UGT	0	0.00120013489001593	5318517	Andrographolide
At_71D1	HTS_UGT	0	0.000509654519548449	5318517	Andrographolide
At_72B1	pTMH	0	-0.002964898	5318517	Andrographolide
